gene_id	gene_name	transcript_id	chrom	strand	tss	tx_start	tx_end	length	pol2_signal
ENSG00000081320.12	STK17B	ENST00000420683.2	chr2	-	196176327	196133583	196176327	42745	
ENSG00000081377.17	CDC14B	ENST00000375241.6	chr9	-	96619843	96500113	96619843	119731	-1.7777778
ENSG00000081386.13	ZNF510	ENST00000223428.9	chr9	-	96778087	96754553	96778087	23535	-3.347826
ENSG00000081479.15	LRP2	ENST00000649046.1	chr2	-	169362534	169127109	169362534	235426	
ENSG00000081665.15	ZNF506	ENST00000587461.5	chr19	-	19821740	19786387	19821740	35354	-1.0
ENSG00000081692.13	JMJD4	ENST00000438896.3	chr1	-	227735411	227731234	227735411	4178	-5.605263
ENSG00000081721.12	DUSP12	ENST00000367943.5	chr1	+	161749786	161749786	161757238	7453	3.9322033
ENSG00000081760.17	AACS	ENST00000316519.11	chr12	+	125065435	125065435	125143316	77882	2.1463416
ENSG00000081791.9	DELE1	ENST00000432126.7	chr5	+	141923871	141923871	141942047	18177	4.173913
ENSG00000081800.9	SLC13A1	ENST00000194130.7	chr7	-	123199969	123113531	123199969	86439	
ENSG00000081803.17	CADPS2	ENST00000313070.11	chr7	-	122886759	122318425	122886759	568335	-1.0
ENSG00000081818.4	PCDHB4	ENST00000194152.4	chr5	+	141121818	141121818	141125623	3806	1.0
ENSG00000081842.18	PCDHA6	ENST00000529310.6	chr5	+	140827960	140827960	141012347	184388	
ENSG00000081853.15	PCDHGA2	ENST00000394576.3	chr5	+	141338760	141338760	141512975	174216	1.25
ENSG00000081870.12	IFT25	ENST00000371378.6	chr1	-	53945572	53916574	53945572	28999	-4.2235293
ENSG00000081913.14	PHLPP1	ENST00000262719.10	chr18	+	62715541	62715541	62980433	264893	2.1276596
ENSG00000081923.15	ATP8B1	ENST00000648908.2	chr18	-	57803315	57646426	57803315	156890	-1.0
ENSG00000081985.14	IL12RB2	ENST00000674203.2	chr1	+	67307873	67307873	67398724	90852	1.2
ENSG00000082014.17	SMARCD3	ENST00000392811.6	chr7	-	151277452	151238973	151277452	38480	
ENSG00000082068.9	WDR70	ENST00000265107.9	chr5	+	37379318	37379318	37753435	374118	5.1875
ENSG00000082074.19	FYB1	ENST00000646045.2	chr5	-	39270649	39105252	39270649	165398	-1.0
ENSG00000082126.18	MPP4	ENST00000315506.11	chr2	-	201698694	201644870	201698694	53825	-1.1
ENSG00000082146.13	STRADB	ENST00000458269.6	chr2	+	201387858	201387858	201478113	90256	
ENSG00000082153.18	BZW1	ENST00000409600.6	chr2	+	200811910	200811910	200827338	15429	2.7142856
ENSG00000082175.16	PGR	ENST00000325455.10	chr11	-	101129813	101029624	101129813	100190	-1.0769231
ENSG00000082196.21	C1QTNF3	ENST00000382065.8	chr5	-	34043213	34017858	34043213	25356	-1.0
ENSG00000082212.13	ME2	ENST00000321341.11	chr18	+	50879118	50879118	50954257	75140	3.3559322
ENSG00000082213.18	C5orf22	ENST00000325366.14	chr5	+	31532301	31532301	31555053	22753	3.3137255
ENSG00000082258.13	CCNT2	ENST00000295238.11	chr2	+	134918822	134918822	134959342	40521	2.523077
ENSG00000082269.17	FAM135A	ENST00000418814.7	chr6	+	70413508	70413508	70561174	147667	2.1016948
ENSG00000082293.13	COL19A1	ENST00000620364.5	chr6	+	69866556	69866556	70212468	345913	
ENSG00000082397.18	EPB41L3	ENST00000545076.5	chr18	-	5628991	5393103	5628991	235889	
ENSG00000082438.18	COBLL1	ENST00000652658.2	chr2	-	164841823	164680188	164841823	161636	-1.0
ENSG00000082458.12	DLG3	ENST00000374360.8	chrX	+	70444835	70444835	70505490	60656	
ENSG00000082482.14	KCNK2	ENST00000391895.6	chr1	+	215005855	215005855	215235219	229365	1.0
ENSG00000082497.12	SERTAD4	ENST00000367012.4	chr1	+	210232796	210232796	210246255	13460	
ENSG00000082512.15	TRAF5	ENST00000336184.6	chr1	+	211326615	211326615	211374940	48326	1.2857143
ENSG00000082515.18	MRPL22	ENST00000523037.6	chr5	+	154941073	154941073	154969411	28339	4.2285714
ENSG00000082516.9	GEMIN5	ENST00000285873.8	chr5	-	154938211	154887411	154938211	50801	-2.2083333
ENSG00000082556.14	OPRK1	ENST00000673285.2	chr8	-	53251637	53225724	53251637	25914	
ENSG00000082641.16	NFE2L1	ENST00000362042.8	chr17	+	48048359	48048359	48061545	13187	9.46
ENSG00000082684.16	SEMA5B	ENST00000648990.1	chr3	-	123027878	122909082	123027878	118797	
ENSG00000082701.17	GSK3B	ENST00000264235.13	chr3	-	120094447	119821321	120094447	273127	-2.3768115
ENSG00000082781.12	ITGB5	ENST00000296181.9	chr3	-	124887365	124761948	124887365	125418	-2.123077
ENSG00000082805.21	ERC1	ENST00000543086.7	chr12	+	991208	991208	1495933	504726	1.8863636
ENSG00000082898.19	XPO1	ENST00000676553.1	chr2	-	61538741	61477689	61538741	61053	-1.4166666
ENSG00000082996.20	RNF13	ENST00000344229.7	chr3	+	149812770	149812770	149962122	149353	
ENSG00000083067.27	TRPM3	ENST00000357533.7	chr9	-	71446977	70535944	71446977	911034	
ENSG00000083093.12	PALB2	ENST00000261584.9	chr16	-	23641310	23603165	23641310	38146	-2.3275862
ENSG00000083097.15	DOP1A	ENST00000237163.9	chr6	+	83067666	83067666	83168471	100806	2.5714285
ENSG00000083099.11	LYRM2	ENST00000626778.2	chr6	-	89638716	89568144	89638716	70573	-3.1111112
ENSG00000083123.15	BCKDHB	ENST00000356489.9	chr6	+	80106647	80106647	80346254	239608	3.15625
ENSG00000083168.11	KAT6A	ENST00000406337.6	chr8	-	42051994	41929479	42051994	122516	-2.8863637
ENSG00000083223.18	TUT7	ENST00000375960.6	chr9	-	86354454	86287733	86354454	66722	-2.0769231
ENSG00000083290.20	ULK2	ENST00000395544.9	chr17	-	19867936	19770830	19867936	97107	
ENSG00000083307.12	GRHL2	ENST00000646743.1	chr8	+	101492439	101492439	101669726	177288	
ENSG00000083312.19	TNPO1	ENST00000680533.1	chr5	+	72816312	72816312	72916733	100422	1.0
ENSG00000083444.17	PLOD1	ENST00000196061.5	chr1	+	11934717	11934717	11975537	40821	1.7169812
ENSG00000083454.23	P2RX5	ENST00000552276.5	chr17	-	3696096	3672199	3696096	23898	-1.3
ENSG00000083457.12	ITGAE	ENST00000263087.9	chr17	-	3801188	3714628	3801188	86561	-1.125
ENSG00000083520.15	DIS3	ENST00000377767.9	chr13	-	72781900	72752169	72781900	29732	-2.8372092
ENSG00000083535.16	PIBF1	ENST00000326291.11	chr13	+	72782133	72782133	73016461	234329	1.8888888
ENSG00000083544.16	TDRD3	ENST00000196169.7	chr13	+	60396457	60396457	60573878	177422	1.7931035
ENSG00000083635.8	NUFIP1	ENST00000379161.5	chr13	-	44989471	44939249	44989471	50223	-2.7916667
ENSG00000083642.19	PDS5B	ENST00000315596.15	chr13	+	32586452	32586452	32778019	191568	1.8787879
ENSG00000083720.13	OXCT1	ENST00000196371.10	chr5	-	41870425	41730065	41870425	140361	-2.3965516
ENSG00000083750.13	RRAGB	ENST00000374941.9	chrX	+	55717749	55717749	55758774	41026	1.6216216
ENSG00000083782.8	EPYC	ENST00000261172.8	chr12	-	91004972	90963682	91004972	41291	
ENSG00000083799.18	CYLD	ENST00000427738.8	chr16	+	50742086	50742086	50801935	59850	2.5
ENSG00000083807.10	SLC27A5	ENST00000263093.7	chr19	-	58511992	58498333	58511992	13660	-1.125
ENSG00000083812.13	ZNF324	ENST00000536459.6	chr19	+	58467056	58467056	58475436	8381	1.8181819
ENSG00000083814.13	ZNF671	ENST00000317398.10	chr19	-	57727624	57719751	57727624	7874	-2.375
ENSG00000083817.9	ZNF416	ENST00000196489.4	chr19	-	57578911	57571566	57578911	7346	-2.6190476
ENSG00000083828.16	ZNF586	ENST00000599802.1	chr19	+	57769670	57769670	57819939	50270	3.4615386
ENSG00000083838.17	ZNF446	ENST00000596341.5	chr19	+	58474017	58474017	58481228	7212	1.3428571
ENSG00000083844.11	ZNF264	ENST00000263095.10	chr19	+	57191500	57191500	57222846	31347	1.9473684
ENSG00000083845.9	RPS5	ENST00000601521.5	chr19	+	58386400	58386400	58394806	8407	1.0909091
ENSG00000083857.15	FAT1	ENST00000441802.7	chr4	-	186723856	186587794	186723856	136063	-2.4615386
ENSG00000083896.13	YTHDC1	ENST00000344157.9	chr4	-	68350090	68310387	68350090	39704	-2.054054
ENSG00000083937.10	CHMP2B	ENST00000471660.5	chr3	+	87227271	87227271	87255548	28278	2.7179487
ENSG00000084070.12	SMAP2	ENST00000435168.6	chr1	+	40344850	40344850	40414240	69391	
ENSG00000084072.17	PPIE	ENST00000470018.5	chr1	+	39692182	39692182	39745403	53222	
ENSG00000084073.10	ZMPSTE24	ENST00000372759.4	chr1	+	40258236	40258236	40294180	35945	3.3018868
ENSG00000084090.14	STARD7	ENST00000337288.10	chr2	-	96208827	96184859	96208827	23969	-4.9397593
ENSG00000084092.7	NOA1	ENST00000264230.5	chr4	-	56977606	56963350	56977606	14257	-1.7222222
ENSG00000084093.19	REST	ENST00000640168.2	chr4	+	56907876	56907876	56966738	58863	3.5957446
ENSG00000084110.11	HAL	ENST00000541929.5	chr12	-	95996365	95972662	95996365	23704	-1.0
ENSG00000084112.15	SSH1	ENST00000326495.10	chr12	-	108857583	108778191	108857583	79393	-2.1034484
ENSG00000084207.18	GSTP1	ENST00000398603.6	chr11	+	67583742	67583742	67586656	2915	4.0405407
ENSG00000084234.18	APLP2	ENST00000650012.1	chr11	+	130068147	130068147	130144804	76658	
ENSG00000084444.14	FAM234B	ENST00000537625.1	chr12	+	13061715	13061715	13142521	80807	1.0
ENSG00000084453.17	SLCO1A2	ENST00000307378.10	chr12	-	21395437	21264600	21395437	130838	
ENSG00000084463.8	WBP11	ENST00000261167.7	chr12	-	14803478	14784582	14803478	18897	-3.6363637
ENSG00000084623.12	EIF3I	ENST00000677198.1	chr1	+	32222407	32222407	32245397	22991	4.2777777
ENSG00000084628.10	NKAIN1	ENST00000373736.7	chr1	-	31239887	31179745	31239887	60143	
ENSG00000084636.18	COL16A1	ENST00000373672.8	chr1	-	31704017	31652263	31704017	51755	-1.0
ENSG00000084652.16	TXLNA	ENST00000373610.8	chr1	+	32179675	32179675	32198285	18611	4.4
ENSG00000084674.15	APOB	ENST00000233242.5	chr2	-	21044073	21001429	21044073	42645	
ENSG00000084676.16	NCOA1	ENST00000348332.8	chr2	+	24491254	24491254	24770702	279449	3.7816093
ENSG00000084693.16	AGBL5	ENST00000360131.5	chr2	+	27051668	27051668	27070618	18951	2.0
ENSG00000084710.14	EFR3B	ENST00000403714.8	chr2	+	25042076	25042076	25159135	117060	1.0
ENSG00000084731.15	KIF3C	ENST00000264712.8	chr2	-	25982497	25926598	25982497	55900	-2.625
ENSG00000084733.11	RAB10	ENST00000264710.5	chr2	+	26034084	26034084	26137454	103371	2.5
ENSG00000084734.9	GCKR	ENST00000264717.7	chr2	+	27496839	27496839	27523684	26846	1.3333334
ENSG00000084754.12	HADHA	ENST00000380649.8	chr2	-	26244632	26190635	26244632	53998	-1.8444444
ENSG00000084764.12	MAPRE3	ENST00000233121.7	chr2	+	26970637	26970637	27027219	56583	2.1290324
ENSG00000084774.14	CAD	ENST00000264705.9	chr2	+	27217369	27217369	27243943	26575	2.0933332
ENSG00000085063.18	CD59	ENST00000642928.2	chr11	-	33736423	33703010	33736423	33414	-4.9558825
ENSG00000085117.13	CD82	ENST00000227155.9	chr11	+	44565663	44565663	44620358	54696	1.8421053
ENSG00000085185.16	BCORL1	ENST00000540052.6	chrX	+	129982635	129982635	130058071	75437	2.057143
ENSG00000085224.23	ATRX	ENST00000373344.11	chrX	-	77786216	77504880	77786216	281337	-1.2222222
ENSG00000085231.14	AK6	ENST00000380822.9	chr5	-	69369520	69350984	69369520	18537	-2.5454545
ENSG00000085265.12	FCN1	ENST00000371806.4	chr9	-	134917912	134903232	134917912	14681	
ENSG00000085274.16	MYNN	ENST00000349841.10	chr3	+	169773396	169773396	169789716	16321	1.9433962
ENSG00000085276.19	MECOM	ENST00000651503.2	chr3	-	169663712	169083507	169663712	580206	-1.0
ENSG00000085365.18	SCAMP1	ENST00000621999.5	chr5	+	78360617	78360617	78480739	120123	2.1458333
ENSG00000085377.15	PREP	ENST00000369110.8	chr6	-	105454062	105277270	105454062	176793	
ENSG00000085382.12	HACE1	ENST00000262903.9	chr6	-	104859919	104728094	104859919	131826	-3.0
ENSG00000085415.16	SEH1L	ENST00000262124.15	chr18	+	12947995	12947995	12987536	39542	5.8636365
ENSG00000085433.17	WDR47	ENST00000369965.8	chr1	-	109042113	108970214	109042113	71900	-6.3650794
ENSG00000085449.15	WDFY1	ENST00000233055.9	chr2	-	223945335	223875348	223945335	69988	-6.097561
ENSG00000085465.13	OVGP1	ENST00000369732.4	chr1	-	111427735	111414319	111427735	13417	-1.0
ENSG00000085491.17	SLC25A24	ENST00000565488.6	chr1	-	108200343	108134043	108200343	66301	-2.322034
ENSG00000085511.20	MAP3K4	ENST00000366919.6	chr6	+	160991727	160991727	161117385	125659	3.4774776
ENSG00000085514.16	PILRA	ENST00000432297.6	chr7	+	100367530	100367530	100399302	31773	1.7380953
ENSG00000085552.18	IGSF9	ENST00000368094.6	chr1	-	159945613	159927041	159945613	18573	
ENSG00000085563.15	ABCB1	ENST00000265724.8	chr7	-	87713323	87503859	87713323	209465	
ENSG00000085644.15	ZNF213	ENST00000574902.5	chr16	+	3134923	3134923	3142803	7881	2.3846154
ENSG00000085662.14	AKR1B1	ENST00000285930.9	chr7	-	134459100	134442356	134459100	16745	-1.6
ENSG00000085719.13	CPNE3	ENST00000517490.6	chr8	+	86514435	86514435	86561498	47064	1.8
ENSG00000085721.13	RRN3	ENST00000563559.5	chr16	-	15094311	15060035	15094311	34277	
ENSG00000085733.16	CTTN	ENST00000346329.7	chr11	+	70398404	70398404	70436584	38181	5.483871
ENSG00000085741.14	WNT11	ENST00000322563.8	chr11	-	76206502	76186325	76206502	20178	-1.0
ENSG00000085760.15	MTIF2	ENST00000403721.5	chr2	-	55269243	55236595	55269243	32649	-3.8269231
ENSG00000085788.14	DDHD2	ENST00000397166.7	chr8	+	38231585	38231585	38262836	31252	1.3666667
ENSG00000085831.16	TTC39A	ENST00000413473.6	chr1	-	51345116	51287258	51345116	57859	-1.0
ENSG00000085832.18	EPS15	ENST00000371733.8	chr1	-	51519266	51354263	51519266	165004	-2.3043478
ENSG00000085840.13	ORC1	ENST00000371568.8	chr1	-	52404423	52372829	52404423	31595	-2.3606558
ENSG00000085871.9	MGST2	ENST00000616265.4	chr4	+	139665768	139665768	139740745	74978	1.4375
ENSG00000085872.15	CHERP	ENST00000546361.7	chr19	-	16542437	16517894	16542437	24544	-5.733333
ENSG00000085978.22	ATG16L1	ENST00000431917.5	chr2	+	233210051	233210051	233264920	54870	
ENSG00000085982.16	USP40	ENST00000678225.2	chr2	-	233566782	233475526	233566782	91257	-2.9347825
ENSG00000085998.15	POMGNT1	ENST00000371992.1	chr1	-	46220305	46188683	46220305	31623	
ENSG00000085999.13	RAD54L	ENST00000671528.1	chr1	+	46247700	46247700	46278480	30781	3.74
ENSG00000086015.23	MAST2	ENST00000361297.7	chr1	+	45803612	45803612	46036122	232511	6.6060605
ENSG00000086061.16	DNAJA1	ENST00000330899.5	chr9	+	33025273	33025273	33039907	14635	10.731708
ENSG00000086062.14	B4GALT1	ENST00000535206.6	chr9	-	33167336	33100493	33167336	66844	-1.8709677
ENSG00000086065.14	CHMP5	ENST00000419016.6	chr9	+	33264879	33264879	33282069	17191	3.7222223
ENSG00000086102.19	NFX1	ENST00000379540.8	chr9	+	33290516	33290516	33371157	80642	2.6388888
ENSG00000086159.14	AQP6	ENST00000551733.5	chr12	+	49967239	49967239	49975695	8457	1.1666666
ENSG00000086189.11	DIMT1	ENST00000199320.9	chr5	-	62403905	62387254	62403905	16652	-3.3207548
ENSG00000086200.17	IPO11	ENST00000325324.11	chr5	+	62412763	62412763	62628582	215820	4.465517
ENSG00000086205.18	FOLH1	ENST00000256999.7	chr11	-	49208602	49145092	49208602	63511	
ENSG00000086232.13	EIF2AK1	ENST00000199389.11	chr7	-	6059175	6022247	6059175	36929	-6.7526884
ENSG00000086288.12	NME8	ENST00000199447.9	chr7	+	37848597	37848597	37900397	51801	
ENSG00000086289.13	EPDR1	ENST00000199448.9	chr7	+	37920640	37920640	37951936	31297	
ENSG00000086300.17	SNX10	ENST00000338523.9	chr7	+	26291862	26291862	26374383	82522	1.28125
ENSG00000086475.15	SEPHS1	ENST00000327347.10	chr10	-	13348293	13317428	13348293	30866	-1.7333333
ENSG00000086504.18	MRPL28	ENST00000648346.1	chr16	-	371289	366969	371289	4321	-1.0625
ENSG00000086506.3	HBQ1	ENST00000199708.3	chr16	+	180459	180459	181179	721	2.275862
ENSG00000086544.4	ITPKC	ENST00000263370.3	chr19	+	40717112	40717112	40740860	23749	1.5636364
ENSG00000086548.9	CEACAM6	ENST00000199764.7	chr19	+	41755530	41755530	41772211	16682	
ENSG00000086570.13	FAT2	ENST00000261800.6	chr5	-	151591331	151504092	151591331	87240	
ENSG00000086589.12	RBM22	ENST00000199814.9	chr5	-	150701062	150690792	150701062	10271	-4.119403
ENSG00000086598.11	TMED2	ENST00000262225.8	chr12	+	123584552	123584552	123598582	14031	6.818182
ENSG00000086619.15	ERO1B	ENST00000354619.10	chr1	-	236281958	236215101	236281958	66858	-5.9772725
ENSG00000086666.20	ZFAND6	ENST00000559157.6	chr15	+	80059635	80059635	80140292	80658	4.484375
ENSG00000086696.11	HSD17B2	ENST00000199936.9	chr16	+	82035253	82035253	82098534	63282	
ENSG00000086712.13	TXLNG	ENST00000398155.4	chrX	+	16786432	16786432	16844517	58086	3.7169812
ENSG00000086717.19	PPEF1	ENST00000689646.1	chrX	+	18675909	18675909	18827921	152013	1.5
ENSG00000086730.17	LAT2	ENST00000344995.9	chr7	+	74209396	74209396	74229834	20439	
ENSG00000086758.17	HUWE1	ENST00000262854.11	chrX	-	53686719	53532096	53686719	154624	-2.5714285
ENSG00000086827.9	ZW10	ENST00000200135.8	chr11	-	113773692	113733187	113773692	40506	-2.2
ENSG00000086848.15	ALG9	ENST00000616540.5	chr11	-	111871581	111782195	111871581	89387	-1.7857143
ENSG00000086967.10	MYBPC2	ENST00000357701.6	chr19	+	50432892	50432892	50466321	33430	1.0
ENSG00000086991.13	NOX4	ENST00000527956.5	chr11	-	89498187	89326347	89498187	171841	
ENSG00000087008.16	ACOX3	ENST00000356406.10	chr4	-	8440723	8366282	8440723	74442	-1.48
ENSG00000087053.20	MTMR2	ENST00000675022.1	chr11	-	95924123	95832882	95924123	91242	-1.9090909
ENSG00000087074.9	PPP1R15A	ENST00000600406.2	chr19	+	48872212	48872212	48876036	3825	1.0909091
ENSG00000087076.9	HSD17B14	ENST00000599157.5	chr19	-	48836510	48813024	48836510	23487	-1.0
ENSG00000087077.14	TRIP6	ENST00000200457.9	chr7	+	100867387	100867387	100873454	6068	3.1304348
ENSG00000087085.16	ACHE	ENST00000428317.7	chr7	-	100896129	100889994	100896129	6136	-1.1428572
ENSG00000087086.16	FTL	ENST00000718269.1	chr19	+	48965309	48965309	48967896	2588	2.4864864
ENSG00000087087.20	SRRT	ENST00000611405.5	chr7	+	100875103	100875103	100888664	13562	3.210084
ENSG00000087088.21	BAX	ENST00000345358.12	chr19	+	48954875	48954875	48961798	6924	2.75
ENSG00000087095.13	NLK	ENST00000407008.8	chr17	+	28042677	28042677	28196381	153705	1.5
ENSG00000087111.22	PIGS	ENST00000395346.6	chr17	-	28571536	28553387	28571536	18150	-1.7230769
ENSG00000087116.17	ADAMTS2	ENST00000251582.12	chr5	-	179345461	179110853	179345461	234609	
ENSG00000087128.10	TMPRSS11E	ENST00000305363.9	chr4	+	68447463	68447463	68497604	50142	
ENSG00000087152.16	ATXN7L3	ENST00000587097.6	chr17	-	44199884	44191805	44199884	8080	-1.745098
ENSG00000087157.19	PGS1	ENST00000262764.11	chr17	+	78378649	78378649	78424659	46011	3.6052632
ENSG00000087191.14	PSMC5	ENST00000310144.11	chr17	+	63827431	63827431	63832019	4589	3.3968253
ENSG00000087206.17	UIMC1	ENST00000511320.6	chr5	-	177006779	176905006	177006779	101774	-1.825
ENSG00000087237.12	CETP	ENST00000379780.6	chr16	+	56961923	56961923	56983844	21922	
ENSG00000087245.13	MMP2	ENST00000570308.5	chr16	+	55389700	55389700	55506237	116538	
ENSG00000087250.9	MT3	ENST00000565838.5	chr16	+	56589074	56589074	56591078	2005	1.0
ENSG00000087253.13	LPCAT2	ENST00000262134.10	chr16	+	55509072	55509072	55586666	77595	2.3529413
ENSG00000087258.17	GNAO1	ENST00000262493.12	chr16	+	56191489	56191489	56357444	165956	1.0
ENSG00000087263.17	OGFOD1	ENST00000566157.6	chr16	+	56451554	56451554	56479104	27551	3.317073
ENSG00000087266.18	SH3BP2	ENST00000714405.1	chr4	+	2793023	2793023	2841291	48269	2.3888888
ENSG00000087269.16	NOP14	ENST00000416614.7	chr4	-	2963406	2937936	2963406	25471	-3.4666667
ENSG00000087274.19	ADD1	ENST00000683351.1	chr4	+	2843844	2843844	2930062	86219	3.680851
ENSG00000087299.12	L2HGDH	ENST00000261699.8	chr14	-	50312168	50237563	50312168	74606	-2.612903
ENSG00000087301.10	TXNDC16	ENST00000281741.9	chr14	-	52552505	52430596	52552505	121910	-1.8571428
ENSG00000087302.9	RTRAF	ENST00000261700.8	chr14	+	51989546	51989546	52010694	21149	2.8444445
ENSG00000087303.19	NID2	ENST00000216286.10	chr14	-	52069059	52004809	52069059	64251	
ENSG00000087338.5	GMCL1	ENST00000282570.4	chr2	+	69829660	69829660	69881384	51725	2.5365853
ENSG00000087365.16	SF3B2	ENST00000528302.5	chr11	+	66052331	66052331	66069308	16978	2.139535
ENSG00000087448.11	KLHL42	ENST00000381271.7	chr12	+	27780233	27780233	27803040	22808	1.5555556
ENSG00000087460.29	GNAS	ENST00000313949.11	chr20	+	58839718	58839718	58911192	71475	
ENSG00000087470.21	DNM1L	ENST00000452533.6	chr12	+	32679200	32679200	32745552	66353	7.205128
ENSG00000087494.16	PTHLH	ENST00000545234.6	chr12	-	27972733	27958084	27972733	14650	
ENSG00000087495.17	PHACTR3	ENST00000359926.7	chr20	+	59577509	59577509	59847711	270203	
ENSG00000087502.19	ERGIC2	ENST00000360150.9	chr12	-	29381172	29337352	29381172	43821	-2.0
ENSG00000087510.7	TFAP2C	ENST00000201031.3	chr20	+	56629306	56629306	56639283	9978	1.0
ENSG00000087586.18	AURKA	ENST00000395913.7	chr20	-	56392337	56369390	56392337	22948	-4.9
ENSG00000087589.17	CASS4	ENST00000434344.2	chr20	+	56412261	56412261	56460387	48127	1.6666666
ENSG00000087842.11	PIR	ENST00000380421.3	chrX	-	15493564	15384799	15493564	108766	-1.0
ENSG00000087884.16	AAMDC	ENST00000532481.5	chr11	+	77821109	77821109	77918432	97324	5.5526314
ENSG00000087903.13	RFX2	ENST00000592883.5	chr19	-	6199529	6040074	6199529	159456	-3.6470587
ENSG00000087995.16	METTL2A	ENST00000311506.10	chr17	+	62423897	62423897	62453385	29489	1.1428572
ENSG00000088002.12	SULT2B1	ENST00000201586.7	chr19	+	48552172	48552172	48599423	47252	
ENSG00000088035.18	ALG6	ENST00000263440.6	chr1	+	63367627	63367627	63438553	70927	2.6231885
ENSG00000088038.20	CNOT3	ENST00000221232.11	chr19	+	54137762	54137762	54155681	17920	8.375
ENSG00000088053.11	GP6	ENST00000417454.5	chr19	-	55038264	55013705	55038264	24560	-2.8913043
ENSG00000088179.9	PTPN4	ENST00000263708.7	chr2	+	119759922	119759922	119984899	224978	1.673913
ENSG00000088205.13	DDX18	ENST00000263239.7	chr2	+	117814691	117814691	117832377	17687	2.2727273
